diagnos,grp,code,name,name_english,sdb_amne
1508,15,O95-O99,Andra obstetriska tillstånd som ej klassificeras annorstädes,"Other obstetric conditions, not elsewhere classified",Dödsorsaker
O95,1508,O95,Obstetrisk död av icke specificerad orsak,Obstetric death of unspecified cause,Dödsorsaker
O96,1508,O96,Död av obstetrisk orsak som inträffar mer än 42 dagar men mindre än ett år efter förlossningen,Death from any obstetric cause occurring more than 42 days but less than one year after delivery,Dödsorsaker
O97,1508,O97,Död som följdtillstånd efter direkta obstetriska orsaker,Death from sequelae of direct obstetric causes,Dödsorsaker
O98,1508,O98,"Infektionssjukdomar eller parasitsjukdomar hos modern som klassificeras annorstädes men som komplicerar graviditet, förlossning eller barnsängstid","Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Dödsorsaker
O99,1508,O99,"Andra sjukdomar hos modern som klassificeras annorstädes men som komplicerar graviditet, förlossning eller barnsängstid","Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Dödsorsaker
16,00,P00-P96,Vissa perinatala tillstånd,Certain conditions originating in the perinatal period,Dödsorsaker
1601,16,P00-P04,"Foster och nyfödd som påverkats av tillstånd hos modern och av komplikationer vid graviditet, värkarbete och förlossning","Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",Dödsorsaker
P00,1601,P00,"Foster eller nyfödd som påverkats av tillstånd hos modern, vilket ej behöver ha samband med den aktuella graviditeten",Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,Dödsorsaker
P01,1601,P01,Foster eller nyfödd som påverkats av graviditetskomplikationer hos modern,Fetus and newborn affected by maternal complications of pregnancy,Dödsorsaker
P02,1601,P02,"Foster eller nyfödd som påverkats av komplikationer från moderkaka, navelsträng eller fosterhinnor","Fetus and newborn affected by complications of placenta, cord and membranes",Dödsorsaker
P03,1601,P03,Foster eller nyfödd som påverkats av andra komplikationer under värkarbete eller förlossning,Fetus and newborn affected by other complications of labour and delivery,Dödsorsaker
P04,1601,P04,Foster eller nyfödd som påverkats av skadlig inverkan överförd genom placenta eller bröstmjölk,Fetus and newborn affected by noxious influences transmitted via placenta or breast milk,Dödsorsaker
1602,16,P05-P08,Sjukdomar som har samband med graviditetslängd och fostertillväxt,Disorders related to length of gestation and fetal growth,Dödsorsaker
P05,1602,P05,Tillväxthämning under fosterlivet eller undernäring hos fostret,Slow fetal growth and fetal malnutrition,Dödsorsaker
P07,1602,P07,Rubbningar i samband med underburenhet eller låg födelsevikt som ej klassificeras annorstädes,"Disorders related to short gestation and low birth weight, not elsewhere classified",Dödsorsaker
P08,1602,P08,Rubbningar i samband med överburenhet eller hög födelsevikt,Disorders related to long gestation and high birth weight,Dödsorsaker
1603,16,P10-P15,Förlossningsskador,Birth trauma,Dödsorsaker
P10,1603,P10,Intrakraniell skada eller blödning orsakad av förlossningsskada,Intracranial laceration and haemorrhage due to birth injury,Dödsorsaker
P11,1603,P11,Andra förlossningsskador i centrala nervsystemet,Other birth injuries to central nervous system,Dödsorsaker
P12,1603,P12,Förlossningsskada på huvudet,Birth injury to scalp,Dödsorsaker
P13,1603,P13,Förlossningsskada på skelettet,Birth injury to skeleton,Dödsorsaker
P14,1603,P14,Förlossningsskada i perifera nervsystemet,Birth injury to peripheral nervous system,Dödsorsaker
P15,1603,P15,Andra förlossningsskador,Other birth injuries,Dödsorsaker
1604,16,P20-P29,Sjukdomar i andningsorgan och cirkulationsorgan specifika för den perinatala perioden,Respiratory and cardiovascular disorders specific to the perinatal period,Dödsorsaker
P20,1604,P20,Intrauterin hypoxi (syrebrist före förlossningen),Intrauterine hypoxia,Dödsorsaker
P21,1604,P21,Syrebrist vid förlossningen,Birth asphyxia,Dödsorsaker
P22,1604,P22,Respiratorisk distress (andningssvårigheter) hos nyfödd,Respiratory distress of newborn,Dödsorsaker
P23,1604,P23,Medfödd pneumoni (lunginflammation),Congenital pneumonia,Dödsorsaker
P24,1604,P24,Aspirationssyndrom i nyföddhetsperioden,Neonatal aspiration syndromes,Dödsorsaker
P25,1604,P25,Interstitiellt emfysem eller besläktade tillstånd i den perinatala perioden,Interstitial emphysema and related conditions originating in the perinatal period,Dödsorsaker
P26,1604,P26,Lungblödning under den perinatala perioden,Pulmonary haemorrhage originating in the perinatal period,Dödsorsaker
P27,1604,P27,Kronisk sjukdom i andningsorganen under den perinatala perioden,Chronic respiratory disease originating in the perinatal period,Dödsorsaker
P28,1604,P28,Andra andningsrubbningar under den perinatala perioden,Other respiratory conditions originating in the perinatal period,Dödsorsaker
P29,1604,P29,Sjukdomar i cirkulationsorganen under den perinatala perioden,Cardiovascular disorders originating in the perinatal period,Dödsorsaker
1605,16,P35-P39,Infektioner specifika för den perinatala perioden,Infections specific to the perinatal period,Dödsorsaker
P35,1605,P35,Medfödda virussjukdomar,Congenital viral diseases,Dödsorsaker
P36,1605,P36,Bakteriell septikemi hos nyfödd,Bacterial sepsis of newborn,Dödsorsaker
P37,1605,P37,Andra medfödda infektionssjukdomar eller parasitsjukdomar,Other congenital infectious and parasitic diseases,Dödsorsaker
P38,1605,P38,Navelinfektion hos nyfödd med eller utan lätt blödning,Omphalitis of newborn with or without mild haemorrhage,Dödsorsaker
P39,1605,P39,Andra infektioner specifika för den perinatala perioden,Other infections specific to the perinatal period,Dödsorsaker
1606,16,P50-P61,Blödningssjukdomar och blodsjukdomar hos foster och nyfödd,Haemorrhagic and haematological disorders of fetus and newborn,Dödsorsaker
P50,1606,P50,Blödning hos foster,Fetal blood loss,Dödsorsaker
P51,1606,P51,Navelblödning hos nyfödd,Umbilical haemorrhage of newborn,Dödsorsaker
P52,1606,P52,"Intrakraniell, icke traumatisk blödning hos foster eller nyfödd",Intracranial nontraumatic haemorrhage of fetus and newborn,Dödsorsaker
P53,1606,P53,Blödningssjukdom hos foster eller nyfödd,Haemorrhagic disease of fetus and newborn,Dödsorsaker
P54,1606,P54,Andra blödningar hos nyfödd,Other neonatal haemorrhages,Dödsorsaker
P55,1606,P55,Hemolytisk sjukdom (blodkroppssönderfall) hos foster eller nyfödd,Haemolytic disease of fetus and newborn,Dödsorsaker
P56,1606,P56,Hydrops fetalis (vattensvullnad hos foster) orsakad av hemolytisk sjukdom (blodkroppssönderfall),Hydrops fetalis due to haemolytic disease,Dödsorsaker
P57,1606,P57,Kärnikterus,Kernicterus,Dödsorsaker
P58,1606,P58,Gulsot hos nyfödd orsakad av annan höggradig hemolys (blodkroppssönderfall),Neonatal jaundice due to other excessive haemolysis,Dödsorsaker
P59,1606,P59,Gulsot hos nyfödd av andra eller icke specificerade orsaker,Neonatal jaundice from other and unspecified causes,Dödsorsaker
P60,1606,P60,Disseminerad intravasal koagulation [DIC] hos foster eller nyfödd,Disseminated intravascular coagulation of fetus and newborn,Dödsorsaker
P61,1606,P61,Andra blodsjukdomar under den perinatala perioden,Other perinatal haematological disorders,Dödsorsaker
1607,16,P70-P74,Övergående endokrina rubbningar och ämnesomsättningsrubbningar specifika för foster och nyfödd,Transitory endocrine and metabolic disorders specific to fetus and newborn,Dödsorsaker
P70,1607,P70,Övergående rubbningar i kolhydratomsättningen specifika för foster eller nyfödd,Transitory disorders of carbohydrate metabolism specific to fetus and newborn,Dödsorsaker
P71,1607,P71,Övergående rubbningar i kalcium- eller magnesiumomsättningen hos nyfödd,Transitory neonatal disorders of calcium and magnesium metabolism,Dödsorsaker
P72,1607,P72,Andra övergående endokrina sjukdomar hos nyfödd,Other transitory neonatal endocrine disorders,Dödsorsaker
P74,1607,P74,Andra övergående elektrolytrubbningar eller ämnesomsättningsrubbningar hos nyfödd,Other transitory neonatal electrolyte and metabolic disturbances,Dödsorsaker
1608,16,P75-P78,Sjukdomar i matsmältningsorganen hos foster och nyfödd,Digestive system disorders of fetus and newborn,Dödsorsaker
P75,1608,P75,Mekoniumileus (E84.1²),Meconium ileus (E84.1+),Dödsorsaker
P76,1608,P76,Annat tarmhinder hos nyfödd,Other intestinal obstruction of newborn,Dödsorsaker
P77,1608,P77,Nekrotiserande enterokolit (tarminflammation med vävnadsdöd) hos foster eller nyfödd,Necrotizing enterocolitis of fetus and newborn,Dödsorsaker
P78,1608,P78,Andra sjukdomar i matsmältningsorganen hos foster eller nyfödd,Other perinatal digestive system disorders,Dödsorsaker
1609,16,P80-P83,Tillstånd som engagerar hud och temperaturreglering hos foster och nyfödd,Conditions involving the integument and temperature regulation of fetus and newborn,Dödsorsaker
P80,1609,P80,Undertemperatur hos nyfödd,Hypothermia of newborn,Dödsorsaker
P81,1609,P81,Andra störningar i temperaturregleringen hos nyfödd,Other disturbances of temperature regulation of newborn,Dödsorsaker
P83,1609,P83,"Andra tillstånd som engagerar huden, specifika för foster eller nyfödd",Other conditions of integument specific to fetus and newborn,Dödsorsaker
1610,16,P90-P96,Andra sjukdomar och rubbningar under den perinatala perioden,Other disorders originating in the perinatal period,Dödsorsaker
P90,1610,P90,Kramper hos nyfödd,Convulsions of newborn,Dödsorsaker
P91,1610,P91,Andra cerebrala rubbningar hos nyfödd,Other disturbances of cerebral status of newborn,Dödsorsaker
P92,1610,P92,Uppfödningsproblem hos nyfödd,Feeding problems of newborn,Dödsorsaker
P93,1610,P93,Reaktioner eller förgiftningar orsakade av läkemedel som tillförts foster eller nyfödd,Reactions and intoxications due to drugs administered to fetus and newborn,Dödsorsaker
P94,1610,P94,Muskeltonusrubbningar hos nyfödd,Disorders of muscle tone of newborn,Dödsorsaker
P95,1610,P95,Fosterdöd av icke specificerad orsak,Fetal death of unspecified cause,Dödsorsaker
P96,1610,P96,Andra tillstånd under den perinatala perioden,Other conditions originating in the perinatal period,Dödsorsaker
17,00,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser","Congenital malformations, deformations and chromosomal abnormalities",Dödsorsaker
1701,17,Q00-Q07,Medfödda missbildningar av nervsystemet,Congenital malformations of the nervous system,Dödsorsaker
Q00,1701,Q00,Anencefali (avsaknad av hjärna) eller liknande missbildningar,Anencephaly and similar malformations,Dödsorsaker
Q01,1701,Q01,Encefalocele (hjärnbråck),Encephalocele,Dödsorsaker
Q02,1701,Q02,Mikrocefali (liten hjärna),Microcephaly,Dödsorsaker
Q03,1701,Q03,Medfödd hydrocefalus (vattenskalle),Congenital hydrocephalus,Dödsorsaker
Q04,1701,Q04,Andra medfödda missbildningar av hjärnan,Other congenital malformations of brain,Dödsorsaker
Q05,1701,Q05,Spina bifida (kluven ryggrad),Spina bifida,Dödsorsaker
Q06,1701,Q06,Andra medfödda missbildningar av ryggmärgen,Other congenital malformations of spinal cord,Dödsorsaker
Q07,1701,Q07,Andra medfödda missbildningar i nervsystemet,Other congenital malformations of nervous system,Dödsorsaker
1702,17,Q10-Q18,"Medfödda missbildningar av öga, öra, ansikte och hals","Congenital malformations of eye, ear, face and neck",Dödsorsaker
Q10,1702,Q10,"Medfödda missbildningar av ögonlock, tårsäck eller tårkanal samt ögonhåla","Congenital malformations of eyelid, lacrimal apparatus and orbit",Dödsorsaker
Q11,1702,Q11,"Anoftalmos (avsaknad av öga), mikroftalmos (förminskat öga) eller makroftalmos (förstorat öga)","Anophthalmos, microphthalmos and macrophthalmos",Dödsorsaker
Q12,1702,Q12,Medfödd linsmissbildning,Congenital lens malformations,Dödsorsaker
Q13,1702,Q13,Medfödda missbildningar i ögats främre segment,Congenital malformations of anterior segment of eye,Dödsorsaker
Q14,1702,Q14,Medfödda missbildningar i ögats bakre segment,Congenital malformations of posterior segment of eye,Dödsorsaker
Q15,1702,Q15,Andra medfödda missbildningar av öga,Other congenital malformations of eye,Dödsorsaker
Q16,1702,Q16,Medfödda missbildningar av öra som orsakar nedsatt hörsel,Congenital malformations of ear causing impairment of hearing,Dödsorsaker
Q17,1702,Q17,Andra medfödda missbildningar av öra,Other congenital malformations of ear,Dödsorsaker
Q18,1702,Q18,Andra medfödda missbildningar av ansiktet eller halsen,Other congenital malformations of face and neck,Dödsorsaker
1703,17,Q20-Q28,Medfödda missbildningar av cirkulationsorganen,Congenital malformations of the circulatory system,Dödsorsaker
Q20,1703,Q20,Medfödda missbildningar av hjärtats kamrar eller förbindelser,Congenital malformations of cardiac chambers and connections,Dödsorsaker
Q21,1703,Q21,Medfödda missbildningar av hjärtats skiljeväggar,Congenital malformations of cardiac septa,Dödsorsaker
Q22,1703,Q22,Medfödda missbildningar av pulmonalis- eller trikuspidalisklaffar,Congenital malformations of pulmonary and tricuspid valves,Dödsorsaker
Q23,1703,Q23,Medfödda missbildningar av aorta- eller mitralisklaffar,Congenital malformations of aortic and mitral valves,Dödsorsaker
Q24,1703,Q24,Andra medfödda hjärtmissbildningar,Other congenital malformations of heart,Dödsorsaker
Q25,1703,Q25,Medfödda missbildningar av de stora artärerna,Congenital malformations of great arteries,Dödsorsaker
Q26,1703,Q26,Medfödda missbildningar av de stora venerna,Congenital malformations of great veins,Dödsorsaker
Q27,1703,Q27,Andra medfödda missbildningar av perifera kärlsystemet,Other congenital malformations of peripheral vascular system,Dödsorsaker
Q28,1703,Q28,Andra medfödda missbildningar av cirkulationsorganen,Other congenital malformations of circulatory system,Dödsorsaker
1704,17,Q30-Q34,Medfödda missbildningar av andningsorganen,Congenital malformations of the respiratory system,Dödsorsaker
Q30,1704,Q30,Medfödda missbildningar av näsan,Congenital malformations of nose,Dödsorsaker
Q31,1704,Q31,Medfödda missbildningar av struphuvudet,Congenital malformations of larynx,Dödsorsaker
Q32,1704,Q32,Medfödda missbildningar av luftstrupe eller bronk,Congenital malformations of trachea and bronchus,Dödsorsaker
Q33,1704,Q33,Medfödda lungmissbildningar,Congenital malformations of lung,Dödsorsaker
Q34,1704,Q34,Andra medfödda missbildningar av andningsorganen,Other congenital malformations of respiratory system,Dödsorsaker
1705,17,Q35-Q37,Kluven läpp och gom,Cleft lip and cleft palate,Dödsorsaker
Q35,1705,Q35,Kluven gom,Cleft palate,Dödsorsaker
Q36,1705,Q36,Kluven läpp,Cleft lip,Dödsorsaker
Q37,1705,Q37,Kluven gom med kluven läpp,Cleft palate with cleft lip,Dödsorsaker
1706,17,Q38-Q45,Andra medfödda missbildningar av matsmältningsorganen,Other congenital malformations of the digestive system,Dödsorsaker
Q38,1706,Q38,"Andra medfödda missbildningar av tunga, mun eller svalg","Other congenital malformations of tongue, mouth and pharynx",Dödsorsaker
Q39,1706,Q39,Medfödda missbildningar av matstrupen,Congenital malformations of oesophagus,Dödsorsaker
Q40,1706,Q40,Andra medfödda missbildningar i övre delen av matsmältningskanalen,Other congenital malformations of upper alimentary tract,Dödsorsaker
Q41,1706,Q41,"Medfödd avsaknad, atresi eller stenos av tunntarmen","Congenital absence, atresia and stenosis of small intestine",Dödsorsaker
Q42,1706,Q42,"Medfödd avsaknad, atresi eller stenos av tjocktarmen","Congenital absence, atresia and stenosis of large intestine",Dödsorsaker
Q43,1706,Q43,Andra medfödda missbildningar av tarmen,Other congenital malformations of intestine,Dödsorsaker
Q44,1706,Q44,"Medfödda missbildningar av gallblåsan, gallgångarna eller levern","Congenital malformations of gallbladder, bile ducts and liver",Dödsorsaker
Q45,1706,Q45,Andra medfödda missbildningar av matsmältningsorganen,Other congenital malformations of digestive system,Dödsorsaker
