atc,grp,code,name,sdb_amne,sdb_titel
N04AA02,N04AA,N04AA02,Biperiden,Läkemedel,ATC-koder
N04AA05,N04A,N04AA05,Profenamin,Läkemedel,ATC-koder
N04AB,N04A,N04AB,"Antikolinergika, kemiskt närstående antihistaminer",Läkemedel,ATC-koder
N04AB02,N04AB,N04AB02,Orfenadrin,Läkemedel,ATC-koder
N04AC,N04A,N04AC,"Antikolinergika, etrar av tropin",Läkemedel,ATC-koder
N04AC01,N04AC,N04AC01,Bensatropin,Läkemedel,ATC-koder
N04B,N04,N04B,Dopaminerga medel,Läkemedel,ATC-koder
N04BA,N04B,N04BA,Dopa och dopaderivat,Läkemedel,ATC-koder
N04BA01,N04BA,N04BA01,Levodopa,Läkemedel,ATC-koder
N04BA02,N04BA,N04BA02,Levodopa och dekarboxylashämmare,Läkemedel,ATC-koder
N04BA03,N04BA,N04BA03,"Levodopa, dekarboxylashämmare och COMT-hämmare",Läkemedel,ATC-koder
N04BB,N04B,N04BB,Adamantanderivat,Läkemedel,ATC-koder
N04BB01,N04BB,N04BB01,Amantadin,Läkemedel,ATC-koder
N04BC,N04B,N04BC,Dopaminagonister,Läkemedel,ATC-koder
N04BC01,N04BC,N04BC01,Bromokriptin,Läkemedel,ATC-koder
N04BC02,N04BC,N04BC02,Pergolid,Läkemedel,ATC-koder
N04BC04,N04BC,N04BC04,Ropinirol,Läkemedel,ATC-koder
N04BC05,N04BC,N04BC05,Pramipexol,Läkemedel,ATC-koder
N04BC06,N04BC,N04BC06,Kabergolin,Läkemedel,ATC-koder
N04BC07,N04BC,N04BC07,Apomorfin,Läkemedel,ATC-koder
N04BC08,N04BC,N04BC08,Piribedil,Läkemedel,ATC-koder
N04BC09,N04BC,N04BC09,Rotigotin,Läkemedel,ATC-koder
N04BD,N04B,N04BD,MAO-B hämmare,Läkemedel,ATC-koder
N04BD01,N04BD,N04BD01,Selegilin,Läkemedel,ATC-koder
N04BD02,N04BD,N04BD02,Rasagilin,Läkemedel,ATC-koder
N04BD03,N04BD,N04BD03,Safinamid,Läkemedel,ATC-koder
N04BX,N04B,N04BX,Övriga dopaminerga medel,Läkemedel,ATC-koder
N04BX01,N04BX,N04BX01,Tolkapon,Läkemedel,ATC-koder
N04BX02,N04BX,N04BX02,Entakapon,Läkemedel,ATC-koder
N05,N,N05,"Neuroleptika, lugnande medel och sömnmedel",Läkemedel,ATC-koder
N05A,N05,N05A,Neuroleptika,Läkemedel,ATC-koder
N05AA,N05A,N05AA,Fentiazinderivat med alifatisk sidokedja,Läkemedel,ATC-koder
N05AA01,N05AA,N05AA01,Klorpromazin,Läkemedel,ATC-koder
N05AA02,N05AA,N05AA02,Levomepromazin,Läkemedel,ATC-koder
N05AA04,N05AA,N05AA04,Acepromazin,Läkemedel,ATC-koder
N05AA06,N05AA,N05AA06,Cyamemazin,Läkemedel,ATC-koder
N05AB,N05A,N05AB,Fentiazinderivat med piperazinring,Läkemedel,ATC-koder
N05AB01,N05AB,N05AB01,Dixyrazin,Läkemedel,ATC-koder
N05AB02,N05AB,N05AB02,Flufenazin,Läkemedel,ATC-koder
N05AB03,N05AB,N05AB03,Perfenazin,Läkemedel,ATC-koder
N05AB04,N05AB,N05AB04,Proklorperazin,Läkemedel,ATC-koder
N05AB06,N05AB,N05AB06,Trifluoperazin,Läkemedel,ATC-koder
N05AC,N05A,N05AC,Fentiazinderivat med piperidinring,Läkemedel,ATC-koder
N05AC01,N05AC,N05AC01,Periciazin,Läkemedel,ATC-koder
N05AC02,N05AC,N05AC02,Tioridazin,Läkemedel,ATC-koder
N05AD,N05A,N05AD,Butyrofenonderivat,Läkemedel,ATC-koder
N05AD01,N05AD,N05AD01,Haloperidol,Läkemedel,ATC-koder
N05AD03,N05AD,N05AD03,Melperon,Läkemedel,ATC-koder
N05AD05,N05AD,N05AD05,Pipamperon,Läkemedel,ATC-koder
N05AD08,N05AD,N05AD08,Droperidol,Läkemedel,ATC-koder
N05AE,N05A,N05AE,Indolderivat,Läkemedel,ATC-koder
N05AE03,N05AE,N05AE03,Sertindol,Läkemedel,ATC-koder
N05AE04,N05AE,N05AE04,Ziprasidon,Läkemedel,ATC-koder
N05AE05,N05AE,N05AE05,Lurasidon,Läkemedel,ATC-koder
N05AF,N05A,N05AF,Tioxantenderivat,Läkemedel,ATC-koder
N05AF01,N05AF,N05AF01,Flupentixol,Läkemedel,ATC-koder
N05AF03,N05AF,N05AF03,Klorprotixen,Läkemedel,ATC-koder
N05AF05,N05AF,N05AF05,Zuklopentixol,Läkemedel,ATC-koder
N05AG,N05A,N05AG,Difenylbutylpiperidinderivat,Läkemedel,ATC-koder
N05AG01,N05AG,N05AG01,Fluspirilen,Läkemedel,ATC-koder
N05AG02,N05AG,N05AG02,Pimozid,Läkemedel,ATC-koder
N05AH,N05A,N05AH,"Diazepiner, oxazepiner, tiazepiner och oxepiner",Läkemedel,ATC-koder
N05AH01,N05AH,N05AH01,Loxapin,Läkemedel,ATC-koder
N05AH02,N05AH,N05AH02,Klozapin,Läkemedel,ATC-koder
N05AH03,N05AH,N05AH03,Olanzapin,Läkemedel,ATC-koder
N05AH04,N05AH,N05AH04,Kvetiapin,Läkemedel,ATC-koder
N05AL,N05A,N05AL,Bensamider,Läkemedel,ATC-koder
N05AL01,N05AL,N05AL01,Sulpirid,Läkemedel,ATC-koder
N05AL03,N05AL,N05AL03,Tiaprid,Läkemedel,ATC-koder
N05AL05,N05AL,N05AL05,Amisulprid,Läkemedel,ATC-koder
N05AN,N05A,N05AN,Litium,Läkemedel,ATC-koder
N05AN01,N05AN,N05AN01,Litium,Läkemedel,ATC-koder
N05AX,N05A,N05AX,Övriga neuroleptika,Läkemedel,ATC-koder
N05AX08,N05AX,N05AX08,Risperidon,Läkemedel,ATC-koder
N05AX12,N05AX,N05AX12,Aripiprazol,Läkemedel,ATC-koder
N05AX13,N05AX,N05AX13,Paliperidon,Läkemedel,ATC-koder
N05AX15,N05AX,N05AX15,Kariprazin,Läkemedel,ATC-koder
N05AX16,N05AX,N05AX16,Brexpiprazol,Läkemedel,ATC-koder
N05B,N05,N05B,"Lugnande medel, ataraktika",Läkemedel,ATC-koder
N05BA,N05B,N05BA,Bensodiazepinderivat,Läkemedel,ATC-koder
N05BA01,N05BA,N05BA01,Diazepam,Läkemedel,ATC-koder
N05BA02,N05BA,N05BA02,Klordiazepoxid,Läkemedel,ATC-koder
N05BA04,N05BA,N05BA04,Oxazepam,Läkemedel,ATC-koder
N05BA05,N05BA,N05BA05,Dikaliumklorazepat,Läkemedel,ATC-koder
N05BA06,N05BA,N05BA06,Lorazepam,Läkemedel,ATC-koder
N05BA08,N05BA,N05BA08,Bromazepam,Läkemedel,ATC-koder
N05BA09,N05BA,N05BA09,Klobazam,Läkemedel,ATC-koder
N05BA12,N05BA,N05BA12,Alprazolam,Läkemedel,ATC-koder
N05BB,N05B,N05BB,Difenylmetylpiperazinderivat,Läkemedel,ATC-koder
N05BB01,N05BB,N05BB01,Hydroxizin,Läkemedel,ATC-koder
N05BC,N05B,N05BC,Propandiolderivat,Läkemedel,ATC-koder
N05BC01,N05BC,N05BC01,Meprobamat,Läkemedel,ATC-koder
N05BE,N05B,N05BE,Azaspironderivat,Läkemedel,ATC-koder
N05BE01,N05BE,N05BE01,Buspiron,Läkemedel,ATC-koder
N05C,N05,N05C,Sömnmedel och lugnande medel,Läkemedel,ATC-koder
N05CC,N05C,N05CC,"Aldehyder, inkl derivat",Läkemedel,ATC-koder
N05CC01,N05CC,N05CC01,Kloralhydrat,Läkemedel,ATC-koder
N05CD,N05C,N05CD,Bensodiazepinderivat,Läkemedel,ATC-koder
N05CD02,N05CD,N05CD02,Nitrazepam,Läkemedel,ATC-koder
N05CD03,N05CD,N05CD03,Flunitrazepam,Läkemedel,ATC-koder
N05CD05,N05CD,N05CD05,Triazolam,Läkemedel,ATC-koder
N05CD08,N05CD,N05CD08,Midazolam,Läkemedel,ATC-koder
N05CF,N05C,N05CF,Bensodiazepinbesläktade medel,Läkemedel,ATC-koder
N05CF01,N05CF,N05CF01,Zopiklon,Läkemedel,ATC-koder
N05CF02,N05CF,N05CF02,Zolpidem,Läkemedel,ATC-koder
N05CF03,N05CF,N05CF03,Zaleplon,Läkemedel,ATC-koder
N05CH,N05C,N05CH,Melatoninreceptor agonister,Läkemedel,ATC-koder
N05CH01,N05CH,N05CH01,Melatonin,Läkemedel,ATC-koder
N05CM,N05C,N05CM,Övriga sömnmedel och lugnande medel,Läkemedel,ATC-koder
N05CM02,N05CM,N05CM02,Klometiazol,Läkemedel,ATC-koder
N05CM05,N05CM,N05CM05,Skopolamin,Läkemedel,ATC-koder
N05CM06,N05CM,N05CM06,Propiomazin,Läkemedel,ATC-koder
N05CM09,N05CM,N05CM09,"Vänderot, rot",Läkemedel,ATC-koder
N05CM19,N05CM,N05CM19,Suvorexant,Läkemedel,ATC-koder
N05CX,N05C,N05CX,"Kombinationer, exkl. barbitursyraderivat",Läkemedel,ATC-koder
N06,N,N06,Psykoanaleptika,Läkemedel,ATC-koder
N06A,N06,N06A,Antidepressiva medel,Läkemedel,ATC-koder
N06AA,N06A,N06AA,Icke-selektiva monoaminåterupptagshämmare,Läkemedel,ATC-koder
N06AA01,N06AA,N06AA01,Desipramin,Läkemedel,ATC-koder
N06AA02,N06AA,N06AA02,Imipramin,Läkemedel,ATC-koder
N06AA04,N06AA,N06AA04,Klomipramin,Läkemedel,ATC-koder
N06AA05,N06AA,N06AA05,Opipramol,Läkemedel,ATC-koder
N06AA06,N06AA,N06AA06,Trimipramin,Läkemedel,ATC-koder
N06AA07,N06AA,N06AA07,Lofepramin,Läkemedel,ATC-koder
N06AA09,N06AA,N06AA09,Amitriptylin,Läkemedel,ATC-koder
N06AA10,N06AA,N06AA10,Nortriptylin,Läkemedel,ATC-koder
N06AA11,N06AA,N06AA11,Protriptylin,Läkemedel,ATC-koder
N06AA21,N06AA,N06AA21,Maprotilin,Läkemedel,ATC-koder
N06AB,N06A,N06AB,Selektiva serotoninåterupptagshämmare,Läkemedel,ATC-koder
N06AB03,N06AB,N06AB03,Fluoxetin,Läkemedel,ATC-koder
N06AB04,N06AB,N06AB04,Citalopram,Läkemedel,ATC-koder
N06AB05,N06AB,N06AB05,Paroxetin,Läkemedel,ATC-koder
N06AB06,N06AB,N06AB06,Sertralin,Läkemedel,ATC-koder
N06AB08,N06AB,N06AB08,Fluvoxamin,Läkemedel,ATC-koder
N06AB10,N06AB,N06AB10,Escitalopram,Läkemedel,ATC-koder
N06AF,N06A,N06AF,"MAO-hämmare, ickeselektiva",Läkemedel,ATC-koder
N06AF03,N06AF,N06AF03,Fenelzin,Läkemedel,ATC-koder
N06AF04,N06AF,N06AF04,Tranylcypromin,Läkemedel,ATC-koder
N06AG,N06A,N06AG,"MAO-hämmare, selektiva typ A hämmare",Läkemedel,ATC-koder
N06AG02,N06AG,N06AG02,Moklobemid,Läkemedel,ATC-koder
N06AX,N06A,N06AX,Övriga antidepressiva medel,Läkemedel,ATC-koder
N06AX01,N06AX,N06AX01,Oxitriptan,Läkemedel,ATC-koder
N06AX02,N06AX,N06AX02,Tryptofan,Läkemedel,ATC-koder
N06AX03,N06AX,N06AX03,Mianserin,Läkemedel,ATC-koder
N06AX05,N06AX,N06AX05,Trazodon,Läkemedel,ATC-koder
N06AX06,N06AX,N06AX06,Nefazodon,Läkemedel,ATC-koder
N06AX11,N06AX,N06AX11,Mirtazapin,Läkemedel,ATC-koder
N06AX12,N06AX,N06AX12,Bupropion,Läkemedel,ATC-koder
N06AX14,N06AX,N06AX14,Tianeptin,Läkemedel,ATC-koder
N06AX16,N06AX,N06AX16,Venlafaxin,Läkemedel,ATC-koder
N06AX17,N06AX,N06AX17,Milnacipran,Läkemedel,ATC-koder
N06AX18,N06AX,N06AX18,Reboxetin,Läkemedel,ATC-koder
N06AX21,N06AX,N06AX21,Duloxetin,Läkemedel,ATC-koder
N06AX22,N06AX,N06AX22,Agomelatin,Läkemedel,ATC-koder
N06AX23,N06AX,N06AX23,Desvenlafaxin,Läkemedel,ATC-koder
N06AX24,N06AX,N06AX24,Vilazodon,Läkemedel,ATC-koder
N06AX26,N06AX,N06AX26,Vortioxetin,Läkemedel,ATC-koder
N06B,N06,N06B,"Psykostimulantia, medel vid ADHD och nootropika",Läkemedel,ATC-koder
N06BA,N06B,N06BA,Centralt verkande sympatomimetika,Läkemedel,ATC-koder
N06BA01,N06BA,N06BA01,Amfetamin,Läkemedel,ATC-koder
N06BA02,N06BA,N06BA02,Dexamfetamin,Läkemedel,ATC-koder
N06BA04,N06BA,N06BA04,Metylfenidat,Läkemedel,ATC-koder
N06BA07,N06BA,N06BA07,Modafinil,Läkemedel,ATC-koder
N06BA09,N06BA,N06BA09,Atomoxetin,Läkemedel,ATC-koder
N06BA11,N06BA,N06BA11,Dexmetylfenidat,Läkemedel,ATC-koder
N06BA12,N06BA,N06BA12,Lisdexamfetamin,Läkemedel,ATC-koder
N06BC,N06B,N06BC,Xantinderivat,Läkemedel,ATC-koder
N06BC01,N06BC,N06BC01,Koffein,Läkemedel,ATC-koder
N06BX,N06B,N06BX,Övriga psykostimulantia och nootropika,Läkemedel,ATC-koder
N06BX03,N06BX,N06BX03,Piracetam,Läkemedel,ATC-koder
N06BX13,N06BX,N06BX13,Idebenon,Läkemedel,ATC-koder
N06D,N06,N06D,Medel vid demenssjukdomar,Läkemedel,ATC-koder
N06DA,N06D,N06DA,Kolinesterashämmare,Läkemedel,ATC-koder
N06DA02,N06DA,N06DA02,Donepezil,Läkemedel,ATC-koder
N06DA03,N06DA,N06DA03,Rivastigmin,Läkemedel,ATC-koder
N06DA04,N06DA,N06DA04,Galantamin,Läkemedel,ATC-koder
N06DX,N06D,N06DX,Övriga medel vid demenssjukdomar,Läkemedel,ATC-koder
N06DX01,N06DX,N06DX01,Memantin,Läkemedel,ATC-koder
N07,N,N07,Övriga medel med verkan på nervsystemet,Läkemedel,ATC-koder
N07A,N07,N07A,Parasympatomimetika,Läkemedel,ATC-koder
N07AA,N07A,N07AA,Kolinesterashämmare,Läkemedel,ATC-koder
N07AA01,N07AA,N07AA01,Neostigmin,Läkemedel,ATC-koder
N07AA02,N07AA,N07AA02,Pyridostigmin,Läkemedel,ATC-koder
N07AA30,N07AA,N07AA30,Ambenonium,Läkemedel,ATC-koder
N07AA51,N07AA,N07AA51,"Neostigmin, kombinationer",Läkemedel,ATC-koder
N07AB,N07A,N07AB,Kolinestrar,Läkemedel,ATC-koder
N07AB01,N07AB,N07AB01,Karbakol,Läkemedel,ATC-koder
N07AB02,N07AB,N07AB02,Betanekol,Läkemedel,ATC-koder
N07AX,N07A,N07AX,Övriga parasympatomimetika,Läkemedel,ATC-koder
N07AX01,N07AX,N07AX01,Pilokarpin,Läkemedel,ATC-koder
N07B,N07,N07B,Medel vid behandling av beroendetillstånd,Läkemedel,ATC-koder
N07BA,N07B,N07BA,Medel vid nikotinberoende,Läkemedel,ATC-koder
N07BA01,N07BA,N07BA01,Nikotin,Läkemedel,ATC-koder
N07BA02,N07BA,N07BA02,Bupropion,Läkemedel,ATC-koder
N07BA03,N07BA,N07BA03,Vareniklin,Läkemedel,ATC-koder
N07BB,N07B,N07BB,Medel vid alkoholberoende,Läkemedel,ATC-koder
N07BB01,N07BB,N07BB01,Disulfiram,Läkemedel,ATC-koder
N07BB03,N07BB,N07BB03,Akamprosat,Läkemedel,ATC-koder
N07BB04,N07BB,N07BB04,Naltrexon,Läkemedel,ATC-koder
N07BB05,N07BB,N07BB05,Nalmefen,Läkemedel,ATC-koder
N07BC,N07B,N07BC,Medel vid opioidberoende,Läkemedel,ATC-koder
N07BC01,N07BC,N07BC01,Buprenorfin,Läkemedel,ATC-koder
N07BC02,N07BC,N07BC02,Metadon,Läkemedel,ATC-koder
N07BC51,N07BC,N07BC51,"Buprenorfin, kombinationer",Läkemedel,ATC-koder
N07C,N07,N07C,Medel mot yrsel,Läkemedel,ATC-koder
N07CA,N07C,N07CA,Medel mot yrsel,Läkemedel,ATC-koder
N07CA01,N07CA,N07CA01,Betahistin,Läkemedel,ATC-koder
N07CA02,N07CA,N07CA02,Cinnarizin,Läkemedel,ATC-koder
N07CA03,N07CA,N07CA03,Flunarizin,Läkemedel,ATC-koder
N07CA04,N07CA,N07CA04,Acetylleucin,Läkemedel,ATC-koder
N07CA52,N07CA,N07CA52,Cinnarizin kombinationer,Läkemedel,ATC-koder
N07X,N07,N07X,Övriga läkemedel med verkan på nervsystemet,Läkemedel,ATC-koder
N07XX,N07X,N07XX,Övriga medel med verkan på nervsystemet,Läkemedel,ATC-koder
N07XX02,N07XX,N07XX02,Riluzol,Läkemedel,ATC-koder
N07XX04,N07XX,N07XX04,Natriumoxibat,Läkemedel,ATC-koder
N07XX05,N07XX,N07XX05,Amifampridin,Läkemedel,ATC-koder
N07XX06,N07XX,N07XX06,Tetrabenazin,Läkemedel,ATC-koder
N07XX07,N07XX,N07XX07,Fampridin,Läkemedel,ATC-koder
N07XX08,N07XX,N07XX08,Tafamidis,Läkemedel,ATC-koder
N07XX09,N07XX,N07XX09,Dimetylfumarat,Läkemedel,ATC-koder
N07XX11,N07XX,N07XX11,Pitolisant,Läkemedel,ATC-koder
N07XX13,N07XX,N07XX13,Valbenazin,Läkemedel,ATC-koder
N07XX59,N07XX,N07XX59,"Dextrometorfan, kombinationer",Läkemedel,ATC-koder
P,0,P,"Antiparasitära, insektsdödande och repellerande medel",Läkemedel,ATC-koder
P01,P,P01,Medel mot protozoer,Läkemedel,ATC-koder
P01A,P01,P01A,Medel mot protozoer,Läkemedel,ATC-koder
P01AB,P01A,P01AB,Nitroimidazolderivat,Läkemedel,ATC-koder
P01AB01,P01AB,P01AB01,Metronidazol,Läkemedel,ATC-koder
P01AB02,P01AB,P01AB02,Tinidazol,Läkemedel,ATC-koder
P01AC,P01A,P01AC,Dikloracetamid derivat,Läkemedel,ATC-koder
P01AC01,P01AC,P01AC01,Diloxanid,Läkemedel,ATC-koder
P01AX,P01A,P01AX,Övriga medel mot protozoer,Läkemedel,ATC-koder
P01AX05,P01AX,P01AX05,Mepakrin,Läkemedel,ATC-koder
P01AX06,P01AX,P01AX06,Atovakvon,Läkemedel,ATC-koder
P01AX11,P01AX,P01AX11,Nitazoxanid,Läkemedel,ATC-koder
P01B,P01,P01B,Malariamedel,Läkemedel,ATC-koder
P01BA,P01B,P01BA,Aminokinoliner,Läkemedel,ATC-koder
P01BA01,P01BA,P01BA01,Klorokin,Läkemedel,ATC-koder
P01BA02,P01BA,P01BA02,Hydroxiklorokin,Läkemedel,ATC-koder
P01BA03,P01BA,P01BA03,Primakin,Läkemedel,ATC-koder
P01BB,P01B,P01BB,Biguanider,Läkemedel,ATC-koder
P01BB01,P01BB,P01BB01,Proguanil,Läkemedel,ATC-koder
P01BB51,P01BB,P01BB51,"Proguanil, kombinationer",Läkemedel,ATC-koder
P01BC,P01B,P01BC,Metanolkinoliner,Läkemedel,ATC-koder
P01BC01,P01BC,P01BC01,Kinin,Läkemedel,ATC-koder
P01BC02,P01BC,P01BC02,Meflokin,Läkemedel,ATC-koder
P01BD,P01B,P01BD,Diaminopyrimidiner,Läkemedel,ATC-koder
P01BD01,P01BD,P01BD01,Pyrimetamin,Läkemedel,ATC-koder
P01BF,P01B,P01BF,"Artemisinin och derivat, kombinationer",Läkemedel,ATC-koder
P01BF01,P01BF,P01BF01,Artemeter och lumefantrin,Läkemedel,ATC-koder
P01C,P01,P01C,Medel mot leishmaniasis och trypanosomiasis,Läkemedel,ATC-koder
P01CA,P01C,P01CA,Nitroimidazolderivat,Läkemedel,ATC-koder
P01CA02,P01CA,P01CA02,Bensnidazol,Läkemedel,ATC-koder
P01CB,P01C,P01CB,Antimonföreningar,Läkemedel,ATC-koder
P01CB02,P01CB,P01CB02,Natrium stiboglukonat,Läkemedel,ATC-koder
P01CX,P01C,P01CX,Övriga medel mot leishmaniasis och trypanosomiasis,Läkemedel,ATC-koder
P01CX01,P01CX,P01CX01,Pentamidin,Läkemedel,ATC-koder
P02,P,P02,Medel vid maskinfektion,Läkemedel,ATC-koder
P02B,P02,P02B,Medel mot trematoder,Läkemedel,ATC-koder
P02BA,P02B,P02BA,Kinolinderivat och närbesläktade substanser,Läkemedel,ATC-koder
P02BA01,P02BA,P02BA01,Prazikvantel,Läkemedel,ATC-koder
P02BX,P02B,P02BX,Övriga medel mot trematoder,Läkemedel,ATC-koder
P02BX04,P02BX,P02BX04,Triklabendazol,Läkemedel,ATC-koder
P02C,P02,P02C,Medel mot nematoder,Läkemedel,ATC-koder
P02CA,P02C,P02CA,Bensimidazolderivat,Läkemedel,ATC-koder
P02CA01,P02CA,P02CA01,Mebendazol,Läkemedel,ATC-koder
P02CA03,P02CA,P02CA03,Albendazol,Läkemedel,ATC-koder
P02CF,P02C,P02CF,Avermektiner,Läkemedel,ATC-koder
P02CF01,P02CF,P02CF01,Ivermektin,Läkemedel,ATC-koder
P02CX,P02C,P02CX,Övriga medel mot nematoder,Läkemedel,ATC-koder
P02CX01,P02CX,P02CX01,Pyrvin,Läkemedel,ATC-koder
P02D,P02,P02D,Medel mot cestoder,Läkemedel,ATC-koder
P02DA,P02D,P02DA,Salicylsyraderivat,Läkemedel,ATC-koder
P02DA01,P02DA,P02DA01,Niklosamid,Läkemedel,ATC-koder
P03,P,P03,"Medel mot ektoparasiter, inkl. skabb-, insektsdödande och repellerande medel",Läkemedel,ATC-koder
P03A,P03,P03A,"Medel mot ektoparasiter, inkl. skabbmedel",Läkemedel,ATC-koder
P03AA,P03A,P03AA,Svavelhaltiga preparat,Läkemedel,ATC-koder
P03AA54,P03AA,P03AA54,"Disulfiram, kombinationer",Läkemedel,ATC-koder
P03AC,P03A,P03AC,"Pyretriner, inkl. syntetiska föreningar",Läkemedel,ATC-koder
P03AC04,P03AC,P03AC04,Permetrin,Läkemedel,ATC-koder
P03AX,P03A,P03AX,"Övriga medel mot ektoparasiter, inkl. skabbmedel",Läkemedel,ATC-koder
P03AX03,P03AX,P03AX03,Malation,Läkemedel,ATC-koder
R,0,R,Andningsorgan,Läkemedel,ATC-koder
R01,R,R01,Medel vid nässjukdomar,Läkemedel,ATC-koder
R01A,R01,R01A,Avsvällande och övriga medel för lokal behandling vid nässjukdomar,Läkemedel,ATC-koder
R01AA,R01A,R01AA,Sympatomimetika,Läkemedel,ATC-koder
R01AA05,R01AA,R01AA05,Oximetazolin,Läkemedel,ATC-koder
R01AA07,R01AA,R01AA07,Xylometazolin,Läkemedel,ATC-koder
R01AB,R01A,R01AB,"Sympatomimetika, kombinationer exkl. kortikosteroider",Läkemedel,ATC-koder
R01AB06,R01AB,R01AB06,Xylometazolin,Läkemedel,ATC-koder
R01AC,R01A,R01AC,"Antiallergika, exkl. kortikosteroider",Läkemedel,ATC-koder
R01AC01,R01AC,R01AC01,Natriumkromoglikat,Läkemedel,ATC-koder
R01AC02,R01AC,R01AC02,Levokabastin,Läkemedel,ATC-koder
R01AC03,R01AC,R01AC03,Azelastin,Läkemedel,ATC-koder
R01AD,R01A,R01AD,Kortikosteroider,Läkemedel,ATC-koder
R01AD01,R01AD,R01AD01,Beklometason,Läkemedel,ATC-koder
R01AD05,R01AD,R01AD05,Budesonid,Läkemedel,ATC-koder
R01AD08,R01AD,R01AD08,Flutikason,Läkemedel,ATC-koder
R01AD09,R01AD,R01AD09,Mometason,Läkemedel,ATC-koder
R01AD11,R01AD,R01AD11,Triamcinolon,Läkemedel,ATC-koder
R01AD12,R01AD,R01AD12,Flutikasonfuroat,Läkemedel,ATC-koder
R01AD58,R01AD,R01AD58,"Flutikason, kombinationer",Läkemedel,ATC-koder
R01AX,R01A,R01AX,Övriga medel vid nässjukdomar,Läkemedel,ATC-koder
R01AX03,R01AX,R01AX03,Ipratropiumbromid,Läkemedel,ATC-koder
R01AX10,R01AX,R01AX10,Övrigt,Läkemedel,ATC-koder
R01B,R01,R01B,"Avsvällande medel, perorala",Läkemedel,ATC-koder
R01BA,R01B,R01BA,Sympatomimetika,Läkemedel,ATC-koder
R01BA01,R01BA,R01BA01,Fenylpropanolamin,Läkemedel,ATC-koder
R01BA02,R01BA,R01BA02,Pseudoefedrin,Läkemedel,ATC-koder
R01BA51,R01BA,R01BA51,"Fenylpropanolamin, kombinationer",Läkemedel,ATC-koder
R01BA52,R01BA,R01BA52,"Pseudoefedrin, kombinationer",Läkemedel,ATC-koder
R02,R,R02,Medel vid sjukdomar i strupe och svalg,Läkemedel,ATC-koder
R02A,R02,R02A,Medel vid sjukdomar i strupe och svalg,Läkemedel,ATC-koder
R02AA,R02A,R02AA,Antiseptika,Läkemedel,ATC-koder
R02AA03,R02AA,R02AA03,"2,4-Diklorobensylalkohol",Läkemedel,ATC-koder
R02AA15,R02AA,R02AA15,"Povidon, joderad",Läkemedel,ATC-koder
R02AA20,R02AA,R02AA20,Övrigt,Läkemedel,ATC-koder
R02AB,R02A,R02AB,Antibiotika,Läkemedel,ATC-koder
R02AB30,R02AB,R02AB30,Gramicidin,Läkemedel,ATC-koder
R02AD,R02A,R02AD,Lokalanestetika,Läkemedel,ATC-koder
R02AD02,R02AD,R02AD02,Lidokain,Läkemedel,ATC-koder
R02AX,R02A,R02AX,Övriga medel vid sjukdomar i strupe och svalg,Läkemedel,ATC-koder
R02AX01,R02AX,R02AX01,Flurbiprofen,Läkemedel,ATC-koder
R02AX03,R02AX,R02AX03,Bensydamin,Läkemedel,ATC-koder
R03,R,R03,Medel vid obstruktiva luftvägssjukdomar,Läkemedel,ATC-koder
R03A,R03,R03A,"Adrenergika, inhalationer",Läkemedel,ATC-koder
R03AA,R03A,R03AA,Alfa- och beta-adrenoreceptoragonister,Läkemedel,ATC-koder
R03AA01,R03AA,R03AA01,Adrenalin,Läkemedel,ATC-koder
R03AB,R03A,R03AB,Icke-selektiva beta-adrenoceptor agonister,Läkemedel,ATC-koder
R03AB03,R03AB,R03AB03,Orkiprenalin,Läkemedel,ATC-koder
R03AC,R03A,R03AC,Selektiva beta-2-stimulerande medel,Läkemedel,ATC-koder
R03AC02,R03AC,R03AC02,Salbutamol,Läkemedel,ATC-koder
R03AC03,R03AC,R03AC03,Terbutalin,Läkemedel,ATC-koder
R03AC12,R03AC,R03AC12,Salmeterol,Läkemedel,ATC-koder
R03AC13,R03AC,R03AC13,Formoterol,Läkemedel,ATC-koder
R03AC18,R03AC,R03AC18,Indakaterol,Läkemedel,ATC-koder
R03AC19,R03AC,R03AC19,Olodaterol,Läkemedel,ATC-koder
R03AK,R03A,R03AK,"Adrenergika i kombination med kortikosteroider eller övriga medel, exkl. antikolinergika",Läkemedel,ATC-koder
R03AK06,R03AK,R03AK06,Salmeterol och flutikason,Läkemedel,ATC-koder
R03AK07,R03AK,R03AK07,Formoterol och budesonid,Läkemedel,ATC-koder
R03AK08,R03AK,R03AK08,Formoterol och beklometason,Läkemedel,ATC-koder
R03AK10,R03AK,R03AK10,Vilanterol och flutikasonfuroat,Läkemedel,ATC-koder
R03AK11,R03AK,R03AK11,Formoterol och flutikason,Läkemedel,ATC-koder
R03AL,R03A,R03AL,Adrenergika i kombination med antikolinergika inkl. trippelkombinationer med kortikosteroider,Läkemedel,ATC-koder
R03AL02,R03AL,R03AL02,Salbutamol och ipratropiumbromid,Läkemedel,ATC-koder
R03AL03,R03AL,R03AL03,Vilanterol och umeklidiniumbromid,Läkemedel,ATC-koder
R03AL04,R03AL,R03AL04,Indakaterol och glykopyrroniumbromid,Läkemedel,ATC-koder
R03AL05,R03AL,R03AL05,Formoterol och aklidiniumbromid,Läkemedel,ATC-koder
R03AL06,R03AL,R03AL06,Olodaterol och tiotropiumbromid,Läkemedel,ATC-koder
