operation,grp,code,name
NBL99,NBL,NBL99,Annan operation på muskel eller sena i axel eller överarm
NBM,NB,NBM,"Operationer på fascior, senskidor och bursor i axlar och överarmar"
NBM09,NBM,NBM09,Fasciotomi i axel eller överarm
NBM19,NBM,NBM19,Partiell eller total excision av fascia i axel eller överarm
NBM29,NBM,NBM29,Sutur av fascia eller senskida i axel eller överarm
NBM39,NBM,NBM39,Excision av ganglion i axel eller överarm
NBM49,NBM,NBM49,Klyvning av senskida i axel eller överarm
NBM59,NBM,NBM59,Partiell excision av senskida i axel eller överarm
NBM79,NBM,NBM79,Excision av bursa i axel eller överarm
NBM99,NBM,NBM99,"Annan operation på fascior, senskidor eller bursor i axel eller överarm"
NBN,NB,NBN,Transplantationer till axlar och överarmar
NBN09,NBN,NBN09,Autotransplantation av ben till axel eller överarm
NBN19,NBN,NBN19,Homotransplantation av ben till axel eller överarm
NBN29,NBN,NBN29,Heterotransplantation av ben till axel eller överarm
NBN39,NBN,NBN39,Transplantation av sena i axel eller överarm
NBN49,NBN,NBN49,"Transplantation av brosk, periost eller fascia i axel eller överarm"
NBN99,NBN,NBN99,Annan transplantation till axel eller överarm
NBP,NB,NBP,Replantation av övre extremiteter ovan armbåge
NBP29,NBP,NBP29,Replantation av övre extremitet ovan armbåge
NBQ,NB,NBQ,Amputationer och relaterade operationer i axlar och överarmar
NBQ01,NBQ,NBQ01,Exartikulation i intertorakoskapularled
NBQ02,NBQ,NBQ02,Exartikulation i humeroskapularled
NBQ03,NBQ,NBQ03,Amputation av överarm
NBQ09,NBQ,NBQ09,Exartikulation i humeroskapularled
NBQ19,NBQ,NBQ19,Amputation av överarm
NBQ29,NBQ,NBQ29,Revision av amputations- eller exartikulationsstump i axel eller överarm
NBQ39,NBQ,NBQ39,"Implantation av benförankrat transkutant implantat, humerus"
NBQ49,NBQ,NBQ49,"Implantation på amputationsstump, humerus"
NBQ99,NBQ,NBQ99,Annan amputation eller relaterad operation i axel eller överarm
NBR,NB,NBR,Operationer för tumör i axlar och överarmar
NBR09,NBR,NBR09,Intralesionell excision av mjukdelstumör i axel eller överarm
NBR19,NBR,NBR19,Marginell excision av mjukdelstumör i axel eller överarm
NBR29,NBR,NBR29,Vid excision av mjukdelstumör i axel eller överarm
NBR39,NBR,NBR39,Kompartmentell excision av mjukdelstumör i axel eller överarm
NBR49,NBR,NBR49,Intralesionell excision av ben- eller brosktumör i axel eller överarm
NBR59,NBR,NBR59,Marginell excision av ben- eller brosktumör i axel eller överarm
NBR69,NBR,NBR69,Vid excision av ben- eller brosktumör i axel eller överarm
NBR79,NBR,NBR79,Kompartmentell excision av ben- eller brosktumör i axel eller överarm
NBR89,NBR,NBR89,Total excision av i ben i humerus med ledprotesoperation
NBR99,NBR,NBR99,Annan operation för tumör i axel eller överarm
NBS,NB,NBS,Operationer vid infektion i axlar och överarmar
NBS09,NBS,NBS09,Incision och debridering vid mjukdelsinfektion i axel eller överarm
NBS19,NBS,NBS19,Incision och debridering vid septisk artrit i skulderled
NBS29,NBS,NBS29,Incision och debridering vid osteit i axel eller överarm
NBS39,NBS,NBS39,Incision och debridering vid mjukdelsinfektion i axel eller överarm med implantation av läkemedel
NBS49,NBS,NBS49,Incision och debridering vid septisk artrit i skulderled med implantation av läkemedel
NBS59,NBS,NBS59,Incision och debridering vid osteit i axel eller överarm med implantation av läkemedel
NBS99,NBS,NBS99,Annan operation vid infektion i axel eller överarm
NBT,NB,NBT,Diverse operationer i axlar och överarmar
NBT09,NBT,NBT09,Avlägsnande av främmande kropp från vävnad i axel eller överarm
NBT19,NBT,NBT19,Mobilisering av humeroskapularled
NBT39,NBT,NBT39,"Korrektion av deformitet i axel eller överarm med användande av muskel, sena eller ligament"
NBT49,NBT,NBT49,Korrektion av deformitet i axel eller överarm med användande av extern eller intern fixation
NBT99,NBT,NBT99,Annan operation i axel eller överarm
NBU,NB,NBU,Extraktion av implantat och externt fixationsmaterial från axlar och överarmar
NBU09,NBU,NBU09,Extraktion av del- eller halvprotes från humeroskapularled
NBU19,NBU,NBU19,Extraktion av totalprotes från humeroskapularled
NBU29,NBU,NBU29,Extraktion av protes från akromioklavikularled
NBU39,NBU,NBU39,Extraktion av externt fixationsmaterial från axel eller överarm
NBU49,NBU,NBU49,Extraktion av internt fixationsmaterial från axel eller överarm
NBU69,NBU,NBU69,Extraktion av ligamentprotes från axel eller överarm
NBU89,NBU,NBU89,Extraktion av implantat för infektionsbehandling från axel eller överarm
NBU99,NBU,NBU99,Extraktion av annat implantat från axel eller överarm
NBW,NB,NBW,Reoperationer i axlar och överarmar
NBW49,NBW,NBW49,Sutur av sårruptur i axel eller överarm
NBW59,NBW,NBW59,Reoperation för ytlig infektion i axel eller överarm
NBW69,NBW,NBW69,Reoperation för djup infektion i axel eller överarm
NBW79,NBW,NBW79,Reoperation för ytlig blödning i axel eller överarm
NBW89,NBW,NBW89,Reoperation för djup blödning i axel eller överarm
NBW99,NBW,NBW99,Annan reoperation i axel eller överarm
NC,N,NC,Operationer på armbågar och underarmar
NCA,NC,NCA,Explorativa operationer på armbågar och underarmar
NCA00,NCA,NCA00,Perkutan eller sluten exploration av mjukdelar i armbåge eller underarm
NCA01,NCA,NCA01,Artroskopisk eller endoskopisk exploration av mjukdelar i armbåge eller underarm
NCA02,NCA,NCA02,Öppen exploration av mjukdelar i armbåge eller underarm
NCA10,NCA,NCA10,Perkutan eller sluten exploration av armbågsled eller underarm
NCA11,NCA,NCA11,Artroskopisk eller endoskopisk exploration av armbågsled eller underarm
NCA12,NCA,NCA12,Öppen exploration av armbågsled eller underarm
NCA20,NCA,NCA20,Perkutan eller sluten biopsi av mjukdelar eller led i armbåge eller underarm
NCA21,NCA,NCA21,Artroskopisk eller endoskopisk biopsi av mjukdelar eller led i armbåge eller underarm
NCA22,NCA,NCA22,Öppen biopsi av mjukdelar eller led i armbåge eller underarm
NCA30,NCA,NCA30,Perkutan eller sluten benbiopsi i armbåge eller underarm
NCA31,NCA,NCA31,Artroskopisk eller endoskopisk benbiopsi i armbåge eller underarm
NCA32,NCA,NCA32,Öppen benbiopsi i armbåge eller underarm
NCB,NC,NCB,Primära ledprotesoperationer i armbågsleder
NCB09,NCB,NCB09,Primär halv- eller delprotes i armbågsled utan cement
NCB19,NCB,NCB19,Primär halv- eller delprotes i armbågsled med cement
NCB29,NCB,NCB29,Primär totalprotes i armbågsled utan cement
NCB39,NCB,NCB39,Primär totalprotes i armbågsled med hybridteknik
NCB49,NCB,NCB49,Primär totalprotes i armbågsled med cement
NCB59,NCB,NCB59,Interpositionsartroplastik i armbågsled
NCB99,NCB,NCB99,Annan primär ledprotesoperation i armbågsled
NCC,NC,NCC,Sekundära ledprotesoperationer i armbågsleder
NCC09,NCC,NCC09,Sekundär halv- eller delprotes i armbågsled utan cement
NCC19,NCC,NCC19,Sekundär halv- eller delprotes i armbågsled med cement
NCC29,NCC,NCC29,Sekundär totalprotes i armbågsled utan cement
NCC39,NCC,NCC39,Sekundär totalprotes i armbågsled med hybridteknik
NCC49,NCC,NCC49,Sekundär totalprotes i armbågsled med cement
NCC59,NCC,NCC59,Sekundär interpositionsprotes i armbågsled
NCC99,NCC,NCC99,Annan sekundär ledprotesoperation i armbågsled
NCE,NC,NCE,Operationer på ledkapslar och ledband i armbågsleder
NCE00,NCE,NCE00,Perkutan eller sluten incision i eller sutur av kapsel av armbågsled
NCE01,NCE,NCE01,Incision i eller sutur av kapsel av armbågsled
NCE02,NCE,NCE02,Öppen incision i eller sutur av ledkapsel av armbågsled
NCE09,NCE,NCE09,"Incision i eller sutur av kapsel av armbågsled, ospecificerad"
NCE10,NCE,NCE10,Perkutan eller sluten transcision eller excision av ligament i armbågsled
NCE11,NCE,NCE11,Artroskopisk eller endoskopisk transcision eller excision av ligament i armbågsled
NCE12,NCE,NCE12,Öppen transcision eller excision av ligament i armbågsled
NCE19,NCE,NCE19,"Transcision eller excision av ligament i armbågsled, ospecificerad"
NCE20,NCE,NCE20,Perkutan eller sluten sutur eller replantation av ligament i armbågsled
NCE21,NCE,NCE21,Artroskopisk eller endoskopisk sutur eller replantation av ligament i armbågsled
NCE22,NCE,NCE22,Öppen sutur eller replantation av ligament i armbågsled
NCE29,NCE,NCE29,"Sutur eller replantation av ligament i armbågsled, ospecificerad"
NCE30,NCE,NCE30,Perkutan eller sluten transposition av ligament i armbågsled
NCE31,NCE,NCE31,Artroskopisk eller endoskopisk transposition av ligament i armbågsled
NCE32,NCE,NCE32,Öppen transposition av ligament i armbågsled
NCE39,NCE,NCE39,"Transposition av ligament i armbågsled, ospecificerad"
NCE40,NCE,NCE40,Perkutan eller sluten rekonstruktion av ligament i armbågsled utan främmande material
NCE41,NCE,NCE41,Artroskopisk eller endoskopisk rekonstruktion av ligament i armbågsled utan främmande material
NCE42,NCE,NCE42,Öppen rekonstruktion av ligament i armbågsled utan främmande material
NCE49,NCE,NCE49,"Rekonstruktion av ligament i armbågsled utan främmande material, ospecificerad"
NCE50,NCE,NCE50,Perkutan eller sluten rekonstruktion av ligament i armbågsled med främmande material
NCE51,NCE,NCE51,Artroskopisk eller endoskopisk rekonstruktion av ligament i armbågsled med främmande material
NCE52,NCE,NCE52,Öppen rekonstruktion av ligament i armbågsled med främmande material
NCE59,NCE,NCE59,"Rekonstruktion av ligament i armbågsled med främmande material, ospecificerad"
NCE90,NCE,NCE90,Annan perkutan eller sluten operation på ledkapsel eller ledband i armbågsled
NCE91,NCE,NCE91,Annan artroskopisk eller endoskopisk operation på ledkapsel eller ledband i armbågsled
NCE92,NCE,NCE92,Annan öppen operation på ledkapsel eller ledband i armbågsled
NCE99,NCE,NCE99,"Annan operation på ledkapsel eller ledband i armbågsled, ospecificerad"
NCF,NC,NCF,Operationer på ledhinnor och ledytor i armbågsleder
NCF00,NCF,NCF00,Perkutan eller sluten total synovektomi i armbågsled
NCF01,NCF,NCF01,Artroskopisk eller endoskopisk total synovektomi i armbågsled
NCF02,NCF,NCF02,Öppen total synovektomi i armbågsled
NCF10,NCF,NCF10,Perkutan eller sluten partiell synovektomi i armbågsled
NCF11,NCF,NCF11,Artroskopisk eller endoskopisk partiell synovektomi i armbågsled
NCF12,NCF,NCF12,Öppen partiell synovektomi i armbågsled
NCF20,NCF,NCF20,"Fixation av ledytefragment i armbågsled, perkutan eller sluten"
NCF21,NCF,NCF21,"Fixation av ledytefragment i armbågsled, artroskopisk eller endoskopisk"
NCF22,NCF,NCF22,"Fixation av ledytefragment i armbågsled, öppen"
NCF30,NCF,NCF30,Perkutan eller sluten partiell excision av brosk i armbågsled
NCF31,NCF,NCF31,Artroskopisk eller endoskopisk partiell excision av brosk i armbågsled
NCF32,NCF,NCF32,Öppen partiell excision av ledbrosk i armbågsled
NCF90,NCF,NCF90,Annan perkutan eller sluten operation på ledhinnor eller ledytor i armbågsled
NCF91,NCF,NCF91,Annan artroskopisk eller endoskopisk operation på ledhinnor eller ledytor i armbågsled
NCF92,NCF,NCF92,Annan öppen operation på ledhinnor eller ledytor i armbågsled
NCG,NC,NCG,"Excisioner, rekonstruktioner och artrodeser av armbågsleder"
NCG09,NCG,NCG09,Excisionsartroplastik i armbågsled
NCG19,NCG,NCG19,Interpositionsartroplastik i armbågsled
NCG29,NCG,NCG29,Annan artroplastik i armbågsled utan protes
NCG39,NCG,NCG39,Artrodes av armbågsled utan fixationsmaterial
NCG49,NCG,NCG49,Artrodes av armbågsled med intern fixation
NCG59,NCG,NCG59,Artrodes av armbågsled med extern fixation
NCG99,NCG,NCG99,"Annan excision, rekonstruktion eller artrodes av armbågsled"
NCH,NC,NCH,Diverse operationer på armbågsleder
NCH00,NCH,NCH00,Perkutan eller sluten reposition av armbågsled
NCH01,NCH,NCH01,Artroskopisk eller endoskopisk reposition av armbågsled
NCH02,NCH,NCH02,Öppen reposition av armbågsled
NCH20,NCH,NCH20,Perkutan eller sluten reposition av armbågsledprotes
NCH21,NCH,NCH21,Reposition av armbågsledprotes
NCH22,NCH,NCH22,Öppen reposition av armbågsledprotes
NCH30,NCH,NCH30,Perkutan eller sluten lösning av ledadherenser i armbågsled
NCH31,NCH,NCH31,Artroskopisk eller endoskopisk lösning av ledadherenser i armbågsled
NCH32,NCH,NCH32,Öppen lösning av ledadherenser i armbågsled
NCH40,NCH,NCH40,Perkutan eller sluten extraktion av främmande eller fri kropp i armbågsled
NCH41,NCH,NCH41,Artroskopisk eller endoskopisk extraktion av främmande eller fri kropp i armbågsled
NCH42,NCH,NCH42,Öppen extraktion av främmande eller fri kropp i armbågsled
NCH50,NCH,NCH50,Perkutan eller sluten excision av intraartikulär exostos eller osteofyt i armbågsled
NCH51,NCH,NCH51,Artroskopisk eller endoskopisk excision av intraartikulär exostos eller osteofyt i armbågsled
NCH52,NCH,NCH52,Öppen excision av intraartikulär exostos eller osteofyt i armbågsled
NCH70,NCH,NCH70,Perkutan eller sluten operation för recidiverande luxation av armbågsled
NCH71,NCH,NCH71,Artroskopisk eller endoskopisk operation för recidiverande luxation av armbågsled
NCH72,NCH,NCH72,Öppen operation för recidiverande luxation av armbågsled
NCH90,NCH,NCH90,Annan perkutan eller sluten operation på armbågsled
NCH91,NCH,NCH91,Annan artroskopisk eller endoskopisk operation på armbågsled
NCH92,NCH,NCH92,Annan öppen operation på armbågsled
NCJ,NC,NCJ,Frakturkirurgi på armbågar och underarmar
NCJ09,NCJ,NCJ09,Sluten reposition av fraktur i armbåge eller underarm
NCJ19,NCJ,NCJ19,Öppen reposition av fraktur i armbåge eller underarm
NCJ29,NCJ,NCJ29,Extern fixation av fraktur i armbåge eller underarm
NCJ39,NCJ,NCJ39,Osteosyntes av fraktur i armbåge eller underarm med bioimplantat
NCJ49,NCJ,NCJ49,"Osteosyntes av fraktur i armbåge eller underarm med cerklage, stift eller dylikt"
NCJ59,NCJ,NCJ59,Osteosyntes av fraktur i armbåge eller underarm med märgspik
NCJ69,NCJ,NCJ69,Osteosyntes av fraktur i armbåge eller underarm med platta och skruvar
NCJ79,NCJ,NCJ79,Osteosyntes av fraktur i armbåge eller underarm med skruvar enbart
NCJ89,NCJ,NCJ89,Osteosyntes av fraktur i armbåge eller underarm med annan eller kombinerad metod
NCJ99,NCJ,NCJ99,Annan operation vid fraktur på armbåge eller underarm
NCK,NC,NCK,Operationer på ben i armbågar och underarmar
NCK09,NCK,NCK09,Excision av benfragment av armbåge eller underarm
NCK19,NCK,NCK19,Partiell eller total excision av ben i armbåge eller underarm
NCK29,NCK,NCK29,Fenestrering av ben i armbåge eller underarm
NCK39,NCK,NCK39,Curettage av bencysta i armbåge eller underarm
NCK49,NCK,NCK49,Epifyseodes av armbåge eller underarm
NCK59,NCK,NCK59,"Vinklings-, rotations- eller förskjutningsosteotomi på armbåge eller underarm"
NCK69,NCK,NCK69,Förkortnings- eller förlängningsosteotomi på armbåge eller underarm
NCK79,NCK,NCK79,Bentransportoperation på armbåge eller underarm
NCK89,NCK,NCK89,Epifysdistraktion på armbåge eller underarm
NCK99,NCK,NCK99,Annan operation på ben i armbåge eller underarm
NCL,NC,NCL,Operationer på muskler och senor vid armbågar och i underarmar
NCL09,NCL,NCL09,Friläggning av muskel vid armbåge eller i underarm
NCL19,NCL,NCL19,Sutur eller rekonstruktion av muskel vid armbåge eller i underarm
NCL29,NCL,NCL29,Transposition av muskel vid armbåge eller i underarm
NCL39,NCL,NCL39,Myotomi eller tenotomi vid armbåge eller i underarm
NCL49,NCL,NCL49,Sutur eller reinsertion av sena vid armbåge eller i underarm
NCL59,NCL,NCL59,Tenolys eller tenosynovektomi vid armbåge eller i underarm
NCL69,NCL,NCL69,"Tenodes, förkortning eller förlängning av sena vid armbåge eller i underarm"
NCL79,NCL,NCL79,Excision av muskel eller sena vid armbåge eller i underarm
NCL89,NCL,NCL89,Transposition av sena vid armbåge eller i underarm
NCL99,NCL,NCL99,Annan operation på muskel eller sena vid armbåge eller i underarm
NCM,NC,NCM,"Operationer på fascior, senskidor och bursor i armbågar och underarmar"
NCM09,NCM,NCM09,Fasciotomi i underarm
NCM19,NCM,NCM19,Partiell eller total excision av fascia i underarm
NCM29,NCM,NCM29,Sutur av fascia eller senskida i underarm
NCM39,NCM,NCM39,Excision av ganglion i armbåge eller underarm
NCM49,NCM,NCM49,Klyvning av senskida i underarm
NCM79,NCM,NCM79,Excision av bursa i armbåge eller underarm
NCM99,NCM,NCM99,"Annan operation på fascia, senskida eller bursa i armbåge eller underarm"
NCN,NC,NCN,Transplantationer till armbågar och underarmar
NCN09,NCN,NCN09,Autotransplantation av ben till armbåge eller underarm
NCN19,NCN,NCN19,Homotransplantation av ben till armbåge eller underarm
NCN29,NCN,NCN29,Heterotransplantation av ben till armbåge eller underarm
NCN39,NCN,NCN39,Transplantation av sena till armbåge eller underarm
NCN49,NCN,NCN49,"Transplantation av brosk, periost eller fascia till armbåge eller underarm"
NCN99,NCN,NCN99,Annan transplantation till armbåge eller underarm
NCP,NC,NCP,Replantation av underarmar
NCP29,NCP,NCP29,Replantation av underarm
NCQ,NC,NCQ,Amputationer av underarmar och relaterade operationer
NCQ09,NCQ,NCQ09,Exartikulation i armbågsled
NCQ19,NCQ,NCQ19,Amputation av underarm
NCQ29,NCQ,NCQ29,Revision av exartikulations- eller amputationsstump i armbåge eller underarm
NCQ99,NCQ,NCQ99,Annan amputation eller relaterad operation på armbåge eller underarm
NCR,NC,NCR,Operationer för tumör i armbågar och underarmar
NCR09,NCR,NCR09,Intralesionell excision av mjukdelstumör i armbåge eller underarm
NCR19,NCR,NCR19,Marginell excision av mjukdelstumör i armbåge eller underarm
NCR29,NCR,NCR29,Vid excision av mjukdelstumör i armbåge eller underarm
NCR39,NCR,NCR39,Kompartmentell excision av mjukdelstumör i armbåge eller underarm
NCR49,NCR,NCR49,Intralesionell excision av ben- eller brosktumör i armbåge eller underarm
NCR59,NCR,NCR59,Marginell excision av ben- eller brosktumör i armbåge eller underarm
NCR69,NCR,NCR69,Vid excision av ben- eller brosktumör i armbåge eller underarm
NCR79,NCR,NCR79,Kompartmentell excision av ben- eller brosktumör i armbåge eller underarm
NCR99,NCR,NCR99,Annan operation för tumör i armbåge eller underarm
NCS,NC,NCS,Operationer vid infektion i armbågar och underarmar
NCS09,NCS,NCS09,Incision och debridering vid mjukdelsinfektion i underarm
NCS19,NCS,NCS19,Incision och debridering vid septisk artrit i armbågsled
NCS29,NCS,NCS29,Incision och debridering vid osteit i armbåge eller underarm
NCS39,NCS,NCS39,Incision och debridering vid mjukdelsinfektion i underarm med implantation av läkemedel
NCS49,NCS,NCS49,Incision och debridering vid septisk artrit i armbågsled med implantation av läkemedel
